ip,host,host_full,traffic_snd,traffic_rcv,packet_snd,packet_rcv,country,party,input_file,organization
38.65.9.50,acuityplatform.com,u.acuityplatform.com,2073,12101,11,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
72.247.5.41,typekit.net,p.typekit.net,7429,102688,73,54,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.46.130.13,amazon-adsystem.com,s.amazon-adsystem.com,13567,42705,64,43,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
67.72.99.140,dotomi.com,districtm-match.dotomi.com,2269,4984,14,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.210.6.68,stackadapt.com,sync.srv.stackadapt.com,2171,6487,10,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8.43.72.43,rubiconproject.com,fastlane.rubiconproject.com,11503,21963,36,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.95.113.110,adhaven.com,verizon.adhaven.com,2159,6639,14,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.0.77.2,wp.com,i2.wp.com,16021,701026,156,164,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Automattic  Inc
52.20.233.11,acexedge.com,s.acexedge.com,74109,120118,248,143,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.35.249.127,spotxchange.com,sync.search.spotxchange.com,11465,12106,57,62,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,SpotXchange  Inc.
8.41.222.150,1rx.io,sync.1rx.io,24939,23937,97,100,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Level 3 Parent  LLC
34.202.143.252,ipredictive.com,sync.ipredictive.com,2227,7605,13,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.211.234.56,moatads.com,mb.moatads.com,2185,6245,15,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.124.249.13,crazyforcrust.com,www.crazyforcrust.com,24629,622778,210,152,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.111,pubmatic.com,hbopenbid.pubmatic.com,109816,111773,289,300,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,PubMatic  Inc.
100.26.60.246,eyeota.net,ps.eyeota.net,5475,5593,30,18,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
208.185.50.97,rubiconproject.com,fastlane.rubiconproject.com,12598,21324,43,36,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.223.213.87,placed.com,api.placed.com,2015,6282,11,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.164.162,doubleclick.net,cm.g.doubleclick.net,37929,32341,173,172,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.66.114,thespruceeats.com,www.thespruceeats.com,2179,16606,16,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.99.215.53,onetag-sys.com,onetag-sys.com,1846,4587,12,8,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
209.204.236.164,casalemedia.com,a3892.casalemedia.com,19798,22139,56,42,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.231.178.115,adgrx.com,cm.adgrx.com,3108,8003,12,7,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Internap Corporation
3.231.85.228,imtwjwoasak.com,imtwjwoasak.com,3933,6905,22,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.238,google.com,clients4.google.com,1132025,1857994,1953,2606,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.85.64.250,vidible.tv,acds.prod.vidible.tv,2065,11884,15,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.224.100.74,sharethrough.com,match.sharethrough.com,7609,9264,43,29,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.217.29.233,tidaltv.com,sync.tidaltv.com,5722,8329,32,22,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.17.120.107,brealtime.com,cookie.brealtime.com,3982,10452,21,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Cloudflare  Inc.
204.154.111.121,doubleverify.com,tps.doubleverify.com,2962,8161,11,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.116.194.23,turn.com,d.turn.com,23577,45099,115,67,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Turn Inc.
35.211.20.91,perf-serving.com,prod.perf-serving.com,2038,6181,14,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.67.179.113,adnxs.com,nym1-ib.adnxs.com,10853,11353,47,32,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.5.225,ggpht.com,yt3.ggpht.com,8474,79769,70,70,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.28.11.234,sugarspunrun.com,sugarspunrun.com,6026,213562,63,63,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
178.33.230.6,adserver.video,adserver.video,922,3241,7,5,FR,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
70.33.182.205,ib-ibi.com,global.ib-ibi.com,12628,12183,49,49,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
209.205.217.82,vertamedia.com,cookiesync.vertamedia.com,7317,15338,41,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,24 SHELLS
213.155.156.166,de17a.com,d5p.de17a.com,4623,9210,21,17,SE,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Delta Projects
18.215.238.150,amazonaws.com,amazonaws.com,24458,12006,75,105,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.169.164.219,ipredictive.com,sync.ipredictive.com,1989,6422,11,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
85.114.159.93,adition.com,dsp.adfarm1.adition.com,3464,8645,21,13,DE,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,nan
172.217.12.238,youtube.com,img.youtube.com,9570,57245,80,82,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.66,googlesyndication.com,ade.googlesyndication.com,9659,7569,43,40,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
85.194.240.137,onaudience.com,pixel.onaudience.com,3834,6619,13,9,PL,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.116.194.21,turn.com,ad.turn.com,17329,30923,81,46,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Turn Inc.
173.194.175.155,doubleclick.net,bid.g.doubleclick.net,7933,21554,31,28,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.41,dotomi.com,dclk-match.dotomi.com,2216,4585,14,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Conversant  LLC
54.83.145.183,eyeviewads.com,track.eyeviewads.com,4215,7845,25,20,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.46.185.183,ib-ibi.com,global.ib-ibi.com,8105,9972,36,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.33.33.107,trustarc.com,choices.trustarc.com,6926,45636,50,39,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
192.184.68.253,quantserve.com,pixel.quantserve.com,5503,6153,26,18,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.238.39,doubleverify.com,cdn.doubleverify.com,22026,158230,130,77,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.242.14.194,qbk1.com,in.qbk1.com,2007,6252,13,8,IE,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
198.134.116.50,nativeads.com,rtb.nativeads.com,1946,6034,12,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
96.6.128.214,rubiconproject.com,secure-assets.rubiconproject.com,2708,7916,13,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.227.38,addthis.com,cw.addthis.com,12040,14260,78,65,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.212.190.88,advertising.com,pixel.advertising.com,2461,5974,15,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.54,digitru.st,prebid.digitru.st,2171,9314,16,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
74.6.138.192,yahoo.com,pr.ybp.yahoo.com,6834,21078,30,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.184.68.177,quantserve.com,cms.quantserve.com,4993,5913,23,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.6.201.196,yahoo.com,ups.analytics.yahoo.com,27955,52454,167,121,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.98.67.3,linksynergy.com,tags.rd.linksynergy.com,2354,5113,16,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.130,doubleverify.com,tps10249.doubleverify.com,5691,7945,31,19,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.199.158.234,creative-serving.com,ads.creative-serving.com,2788,7543,14,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.111,doubleverify.com,tps10253.doubleverify.com,5799,7945,33,19,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.5.230,2mdn.net,s0.2mdn.net,46047,1081817,404,480,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.201.202.72,betrad.com,l.betrad.com,3946,7790,26,19,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.223.231.18,liadm.com,i.liadm.com,7195,8744,36,23,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.115.92.13,adsrvr.org,use-va1.adsrvr.org,3534,6168,14,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.164.109.41,3lift.com,tlx.3lift.com,17035,15938,91,70,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.82,gstatic.com,p4-eqchlszrsgk6w-tdgtq54t77kiqg2n-326800-i1-unicast4.metric.gstatic.com,2051,5770,14,13,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.18.174.13,food52.com,food52.com,2312,5656,15,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.225.37.41,adroll.com,d.adroll.com,2295,6577,13,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.239.35.12,google.com,time.google.com,180,180,2,2,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
172.217.164.130,doubleclick.net,cm.g.doubleclick.net,74840,106187,446,593,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.213.13.245,crwdcntrl.net,sync.crwdcntrl.net,6919,9036,34,23,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.239.15.252,imrworldwide.com,secure-us.imrworldwide.com,2354,5191,15,11,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.0.155,delish.com,www.delish.com,6676,10176,43,32,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.255.225,mxptint.net,aep.mxptint.net,2991,7122,13,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.164,gstatic.com,t1.gstatic.com,968,491,6,4,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.33.33.37,trustarc.com,choices.trustarc.com,7433,50263,58,47,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
68.67.181.207,adnxs.com,ib.adnxs.com,47705,31145,68,46,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.200.232.195,mathtag.com,sync.mathtag.com,5351,5783,21,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.121.138.92,mathtag.com,sync.mathtag.com,3010,4238,12,8,FR,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.190.66,districtm.io,dmx.districtm.io,7055,11528,45,42,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.244.42.195,twitter.com,analytics.twitter.com,6073,8751,42,29,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Twitter Inc.
151.101.2.114,thespruceeats.com,www.thespruceeats.com,6557,11524,43,28,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
205.185.216.10,flashtalking.com,cdn.flashtalking.com,37863,457839,236,255,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Highwinds Network Group  Inc.
74.119.119.151,criteo.com,bidder.criteo.com,44356,79416,264,194,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Criteo Corp.
34.227.35.137,w55c.net,pm.w55c.net,4538,8260,22,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.164.132,gstatic.com,t3.gstatic.com,3352,69302,42,28,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
157.230.184.22,cootlogix.com,openrtb.cootlogix.com,3786,9084,19,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.202.49,reson8.com,ds.reson8.com,13147,17745,87,69,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.171.202.176,rundsp.com,match.rundsp.com,2304,6980,13,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.234,googleapis.com,home-devices.googleapis.com,6393,6014,24,29,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.222.66.197,sharethrough.com,match.sharethrough.com,7590,14532,43,30,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.228,google.com,www.google.com,14161767,7077134,13798,19655,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
67.226.210.13,videohub.tv,dt.videohub.tv,1742,6346,11,6,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.67.179.122,adnxs.com,nym1-ib.adnxs.com,32740,34453,119,77,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.228.178.24,flashtalking.com,d9.flashtalking.com,7656,12750,16,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.101,pubmatic.com,image8.pubmatic.com,4999,7956,12,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.197.201,media6degrees.com,idpix.media6degrees.com,5740,19362,28,26,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
198.148.27.133,contextweb.com,bid.contextweb.com,3471,5940,17,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
64.58.116.236,adhigh.net,px.adhigh.net,2054,6569,12,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.196.185.31,clrstm.com,tag.clrstm.com,4556,14392,23,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.199.113.81,extend.tv,sync.extend.tv,2211,7036,13,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.193.247.142,tidaltv.com,sync.tidaltv.com,2691,6735,15,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.236.93.203,mediavine.com,exchange.mediavine.com,15676,22904,60,49,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.234.188.235,emxdgt.com,cs.emxdgt.com,2167,5923,11,7,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
67.226.213.58,everesttech.net,rtb-lb-event-sjc-1b-tm.everesttech.net,4543,6090,17,13,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.19.244.8,adsnative.com,rudy.adsnative.com,1831,9186,14,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.236,dotomi.com,tubemogul-sync.dotomi.com,6458,6694,39,26,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.132.33.46,bttrack.com,bttrack.com,2376,6251,9,9,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Bidtellect Inc.
13.35.78.101,3lift.com,ib.3lift.com,2267,6982,12,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.170.11.197,3lift.com,eb2.3lift.com,7467,11349,46,38,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
100.24.227.213,playground.xyz,ads.playground.xyz,2361,7274,14,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
